Occupation Title,Occupation Code,Employment 2019,Employment 2029,"Employment Change, 2019-2029","Employment Percent Change, 2019-2029","Occupational Openings, 2019-2029 Annual Average",Median Annual Wage 2019,Typical Entry-Level Education,Education Code,Work Experience in a Related Occupation,Workex Code,Typical on-the-job Training,trCode
"Forestry and conservation science teachers, postsecondary    * Ecology Professor* Environmental Conservation Professor* Forest Biometrics Professor* Forest Ecology Professor* Forest Management Professor* Forest Pathology Professor* Forest Resources Professor* Forest Technology Professor* Silviculture Professor* Timber Management Professor* Wildlife Conservation Professor",25-1043,2.1,2.2,0,2.2,0.2,"85,450",Doctoral or professional degree,1,None,4,None,6
Management analysts    * Business Analyst* Business Consultant* Business Management Analyst* Business Process Consultant* Clerical Methods Analyst* Commercial Specialist* Industrial Analyst* Management Analyst* Management Consultant* Records Management Analyst,13-1111,876.3,970.2,93.8,10.7,87.1,"85,260",Bachelor's degree,3,Less than 5 years,2,None,6
"Computer science teachers, postsecondary    * C++ Professor* Computer Information Systems Professor* Computer Programming Professor* IT Professor* Information Systems Professor* Information Technology Professor* Java Programming Professor",25-1021,38.5,39.5,1,2.6,3,"85,180",Doctoral or professional degree,1,None,4,None,6
Elevator and escalator installers and repairers    * Elevator Adjuster* Elevator Constructor* Elevator Installer* Elevator Mechanic* Elevator Repair and Maintenance Technician* Elevator Service Technician* Escalator Installer* Escalator Mechanic* Escalator Service Mechanic* Freight Elevator Erector* Hydraulic Elevator Constructor,47-4021,28.9,30.8,1.9,6.6,3,"84,990",High school diploma or equivalent,7,None,4,Apprenticeship,2
Occupational therapists    * OT* Occupational Therapist* Registered Occupational Therapist,29-1122,143.3,166,22.7,15.9,10.3,"84,950",Master's degree,2,None,4,None,6
Operations research analysts    * Operations Analyst* Operations Research Analyst* Procedure Analyst* Process Analyst,15-2031,105.1,131.3,26.1,24.8,9.6,"84,810",Bachelor's degree,3,None,4,None,6
Network and computer systems administrators,15-1244,373.9,389.9,16,4.3,23.8,"83,510",Bachelor's degree,3,None,4,None,6
Sociologists    * Criminologist* Family Sociologist* Penologist* Rural Sociologist* Sociologist* Urban Sociologist,19-3041,3.2,3.3,0.1,3.6,0.3,"83,420",Master's degree,2,None,4,None,6
"Social scientists and related workers, all other    * Behavioral Scientist* Demographer* Ethnologist* Etymologist* Linguist* Philologist* Social Scientist",19-3099,38.8,39.1,0.3,0.8,3.6,"83,330",Bachelor's degree,3,None,4,None,6
"Biological science teachers, postsecondary    * Anatomy Professor* Bacteriology Professor* Biochemistry Professor* Botany Professor* Embryology Professor* Microbiology Professor* Zoology Professor",25-1042,64.7,70.7,6,9.3,5.6,"83,300",Doctoral or professional degree,1,None,4,None,6
"Agricultural sciences teachers, postsecondary    * Agricultural Soil Conservation Professor* Agronomy Professor* Animal Husbandry Professor* Animal Science Professor* Aquaculture and Fisheries Professor* Farm Management Professor* Floriculture Professor* Horticulture Instructor* Olericulture Professor",25-1041,11.4,11.7,0.2,2.1,0.9,"83,260",Doctoral or professional degree,1,None,4,None,6
Detectives and criminal investigators    * Criminal Investigator* Deputy United States Marshal* FBI Investigator* Homicide Detective* Narcotics Detective* Narcotics Investigator* Police Detective,33-3021,113.5,114.7,1.3,1.1,7.3,"83,170",High school diploma or equivalent,7,Less than 5 years,2,Moderate-term on-the-job training,4
"Electrical and electronics repairers, powerhouse, substation, and relay    * Generating Station Mechanic* Power Transformer Repairer* Powerhouse Electrician* Protective Relay Technician* Relay Technician* Substation Electrician* Substation Mechanic",49-2095,23,22.2,-0.7,-3.2,1.5,"82,780",Postsecondary nondegree award,5,Less than 5 years,2,Moderate-term on-the-job training,4
"Environmental science teachers, postsecondary    * Environmental Science Professor* Environmental Science, Management and Policy Professor* Environmental Studies Professor",25-1053,7.6,7.8,0.3,3.7,0.6,"82,430",Doctoral or professional degree,1,None,4,None,6
"Biological scientists, all other    * Biologist* Bryologist* Embryologist* Osteologist* Paleobotanist* Phytopathologist* Plant Etiologist",19-1029,44.7,45.7,1,2.2,3.6,"82,220",Bachelor's degree,3,None,4,None,6
Nuclear technicians    * Nuclear Monitoring Technician* Nuclear Technician* Radiation Protection Technician* Radiochemical Technician,19-4051,6.7,5.4,-1.3,-18.9,0.5,"82,080",Associate's degree,4,None,4,Moderate-term on-the-job training,4
Power plant operators    * Hydroelectric Plant Operator* Power Plant Control Room Operator* Powerhouse Operator* Turbine Room Attendant,51-8013,35.3,30,-5.3,-15.1,2.1,"81,990",High school diploma or equivalent,7,None,4,Long-term on-the-job training,3
Genetic counselors    * Certified Genetic Counselor* Chromosomal Disorders Counselor* Genetic Counselor* Mitochondrial Disorders Counselor* Prenatal Genetic Counselor,29-9092,2.6,3.2,0.6,21.5,0.2,"81,880",Master's degree,2,None,4,None,6
"Financial and investment analysts, financial risk specialists, and financial specialists, all other",13-2098,487.8,514.6,26.8,5.5,38.6,"81,590",Bachelor's degree,3,None,4,None,6
Geographers    * Biogeographer* Economic Geographer* GIS Geographer* Geographer* Geomorphologist* Glaciologist* Physical Geographer* Political Geographer,19-3092,1.6,1.6,0,-1.2,0.1,"81,540",Bachelor's degree,3,None,4,None,6
Hydrologists    * Hydrogeologist* Hydrologist* Isotope Hydrologist* Surface Hydrologist,19-2043,7,7.3,0.4,5.3,0.7,"81,270",Bachelor's degree,3,None,4,None,6
Financial examiners    * Bank Compliance Officer* Bank Examiner* Financial Compliance Examiner* Home Mortgage Disclosure Act Specialist* Payroll Examiner* Pension Examiner,13-2061,66.9,71.8,4.9,7.3,4.9,"81,090",Bachelor's degree,3,None,4,Long-term on-the-job training,3
"Sales representatives, wholesale and manufacturing, technical and scientific products    * Chemical Sales Representative* Electroplating Sales Representative* Engineering Supplies Sales* Pharmaceutical Detailer* Pharmaceutical Sales Representative* Pharmaceutical Salesperson* Surgical Instruments Sales Representative* Wholesale Ultrasonic Equipment Salesperson",41-4011,321,334,13,4.1,30.7,"81,020",Bachelor's degree,3,None,4,Moderate-term on-the-job training,4
"Architects, except landscape and naval    * Building Architect* Building Architectural Designer* Structural Architect",17-1011,129.9,130.9,1.1,0.8,8.7,"80,750",Bachelor's degree,3,None,4,Internship/residency,1
Agricultural engineers    * Agricultural Engineer* Agricultural Production Engineer* Agricultural Research Engineer* Farm Equipment Engineer* Research Agricultural Engineer,17-2021,1.7,1.7,0,1.6,0.1,"80,720",Bachelor's degree,3,None,4,None,6
"Geography teachers, postsecondary    * Cartography Professor* GIS Professor* Geographic Information Systems Professor* Geomatics Professor",25-1064,4.8,5,0.1,2.9,0.4,"80,520",Doctoral or professional degree,1,None,4,None,6
"Chemistry teachers, postsecondary    * Chemistry Professor* Inorganic Chemistry Professor* Organic Chemistry Professor* Physical Chemistry Professor* Phytochemistry Professor",25-1052,26.4,27.5,1.1,4.3,2.1,"79,550",Doctoral or professional degree,1,None,4,None,6
Speech-language pathologists    * Language Pathologist* Public School Speech Clinician* Public School Speech Therapist* Speech Clinician* Speech Pathologist* Speech Therapist* Speech and Language Specialist,29-1127,162.6,203.1,40.5,24.9,13.7,"79,120",Master's degree,2,None,4,Internship/residency,1
"Clinical, counseling, and school psychologists    * Child Psychologist* Child Psychometrist* Clinical Psychologist* Eating Disorder Psychologist* Educational Psychologist* Geropsychologist* Pediatric Psychologist* School Psychologist* School Psychometrist* Vocational Psychologist",19-3031,171.5,176.7,5.3,3.1,10.5,"78,200",Doctoral or professional degree,1,None,4,Internship/residency,1
Nuclear medicine technologists    * Certified Nuclear Medicine Technologist* Isotope Technologist* Nuclear Cardiology Technologist* Nuclear Medical Technologist* Radioisotope Technologist* Registered Nuclear Medicine Technologist,29-2033,18.5,19.5,1,5.4,1,"77,950",Associate's degree,4,None,4,None,6
First-line supervisors of firefighting and prevention workers    * Fire Lieutenant* Municipal Fire Fighting and Prevention Supervisor* Supervising Fire Marshal,33-1021,71.5,75.9,4.4,6.2,4.6,"77,800",Postsecondary nondegree award,5,Less than 5 years,2,Moderate-term on-the-job training,4
Chemists    * Agricultural Chemist* Analytical Chemist* Bench Chemist* Food Chemist* Formulary Chemist* Industrial Chemist* Inorganic Chemist* Laboratory Chemist* Nuclear Chemist* Organic Chemist* Quality Control Chemist* Research and Development Chemist,19-2031,86.7,90.8,4.1,4.7,7.3,"77,630",Bachelor's degree,3,None,4,None,6
Audiologists    * Audiologist* Clinical Audiologist* Dispensing Audiologist* Educational Audiologist* Hearing Therapist* Licensed Audiologist* Pediatric Audiologist,29-1181,13.8,15.6,1.8,13.3,0.8,"77,600",Doctoral or professional degree,1,None,4,None,6
"Area, ethnic, and cultural studies teachers, postsecondary    * African Studies Professor* Asian Studies Professor* Black Studies Professor* Ethnology Professor* Gender Studies Professor* Latin American Studies Professor* Women's Studies Professor",25-1062,13.4,14,0.7,4.9,1.1,"77,070",Doctoral or professional degree,1,None,4,None,6
Postmasters and mail superintendents    * Postal Supervisor* Postmaster,11-9131,13.4,10.5,-2.9,-21.9,0.5,"76,900",High school diploma or equivalent,7,Less than 5 years,2,Moderate-term on-the-job training,4
"Psychology teachers, postsecondary    * Applied Psychology Professor* Child Development Professor* Clinical Psychology Professor* Educational Psychology Professor* Human Relations Professor* Industrial Psychology Professor* Industrial/Organizational Psychology Professor* Psychology Professor",25-1066,46.8,51,4.1,8.8,4,"76,620",Doctoral or professional degree,1,None,4,None,6
Budget analysts    * Budget Analyst* Budget Coordinator* Budget Examiner* Budget Officer* Cost Analyst,13-2031,55.4,57.3,1.9,3.4,4.3,"76,540",Bachelor's degree,3,None,4,None,6
"Family and consumer sciences teachers, postsecondary    * Family Resource Management Professor* Family and Consumer Sciences Professor* Home and Family Living Professor* Weaving Professor",25-1192,2.5,2.6,0,1.3,0.2,"76,480",Master's degree,2,None,4,None,6
Funeral home managers,11-9171,28.6,26.9,-1.6,-5.7,1.6,"76,350",Associate's degree,4,Less than 5 years,2,None,6
Dental hygienists,29-1292,226.4,239.7,13.3,5.9,15.1,"76,220",Associate's degree,4,None,4,None,6
"Life scientists, all other    * Life Science Taxonomist",19-1099,7,7.4,0.3,4.6,0.6,"75,910",Bachelor's degree,3,None,4,None,6
Transportation inspectors    * Aircraft Inspector* Aircraft Landing Gear Inspector* Aircraft Quality Control Inspector* Airworthiness Safety Inspector* Freight Inspector* Locomotive Inspector* Motor Vehicle Emissions Inspector* Railroad Car Inspector* Railroad Inspector* School Bus Inspector* Transit Vehicle Inspector,53-6051,30.2,30.9,0.7,2.4,2.9,"75,820",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
"Makeup artists, theatrical and performance    * Special Effects Makeup Artist",39-5091,4.7,5.2,0.5,11,0.6,"75,730",Postsecondary nondegree award,5,None,4,None,6
Microbiologists    * Bacteriologist* Clinical Microbiologist* Medical Microbiologist* Microbiological Analyst* Public Health Microbiologist* Quality Control Microbiologist* Virologist,19-1022,20.2,20.9,0.6,3.1,1.7,"75,650",Bachelor's degree,3,None,4,None,6
"Acupuncturists and healthcare diagnosing or treating practitioners, all other",29-1298,49.6,49.4,-0.1,-0.3,2.3,"75,640",Master's degree,2,None,4,None,6
"Sociology teachers, postsecondary    * Comparative Sociology Professor* Race Relations Professor* Social Organization Professor",25-1067,17,17.6,0.6,3.8,1.3,"75,290",Doctoral or professional degree,1,None,4,None,6
Special effects artists and animators    * 3D Animator* Animator* Multimedia Artist* Special Effects Artist,27-1014,67.5,70.3,2.8,4.1,6.9,"75,270",Bachelor's degree,3,None,4,None,6
"Philosophy and religion teachers, postsecondary    * Biblical Studies Professor* Divinity Professor* Eastern Philosophy Professor* Old Testament Professor* Pastoral Ministries Professor* Religious Studies Professor* Theology Professor* Western Philosophy Professor",25-1126,30.9,32.9,2.1,6.7,2.6,"75,240",Doctoral or professional degree,1,None,4,None,6
"History teachers, postsecondary    * African History Professor* American History Professor* Historiography Professor* Jewish History Professor* Russian History Professor* South Asian History Professor",25-1125,26,27,0.9,3.6,2.1,"75,170",Doctoral or professional degree,1,None,4,None,6
Gambling managers    * Bingo Manager* Casino Manager* Gaming Department Head* Gaming Director* Gaming Manager* Slot Operations Director* Slots Manager* Table Games Manager,11-9071,5.1,5.6,0.5,8.8,0.6,"74,970",High school diploma or equivalent,7,Less than 5 years,2,None,6
First-line supervisors of non-retail sales workers    * Blood Donor Recruiter Supervisor* Insurance Sales Supervisor* Radio Time Sales Supervisor* Real Estate Sales Supervisor* Stock Broker Supervisor* Telemarketer Supervisor* Telemarketing Manager* Telesales Supervisor,41-1012,409.8,375.7,-34.1,-8.3,28.8,"74,760",High school diploma or equivalent,7,Less than 5 years,2,None,6
Logisticians    * Logistician* Logistics Analyst* Logistics Coordinator* Logistics Planner* Logistics Specialist,13-1081,188.2,196.4,8.2,4.4,16.8,"74,750",Bachelor's degree,3,None,4,None,6
Ship engineers    * Barge Engineer* Ferry Engineer* Towboat Engineer* Tug Boat Engineer* Tugboat Engineer,53-5031,8.7,8.7,0.1,0.7,1,"74,610",Postsecondary nondegree award,5,Less than 5 years,2,None,6
"Nursing instructors and teachers, postsecondary    * Advanced Nursing Professor* Clinical Nursing Instructor* Clinical Nursing Professor* Registered Nursing Professor",25-1072,72.9,85.7,12.8,17.6,7.2,"74,600",Doctoral or professional degree,1,Less than 5 years,2,None,6
Emergency management directors    * Director of Civil Defense* Disaster Response Director* EMS Director* Emergency Management System Director* Emergency Planner* Emergency Planning and Response Manager* Emergency Preparedness Coordinator* Emergency Services Director* Emergency Services Program Coordinator* Public Safety Director,11-9161,10.4,10.9,0.5,4.5,0.7,"74,590",Bachelor's degree,3,5 years or more,1,None,6
Producers and directors    * Broadcast Producer* Casting Director* Film Maker* Independent Film Maker* Independent Video Producer* Motion Picture Director* Movie Producer* Music Video Director* Music Video Producer* News Production Supervisor* Newscast Director* Newscast Producer* On-Air Director* Pageant Director* Radio Producer* Radio Television Technical Director* Stage Manager* Television News Producer* Television Newscast Director* Television Producer* Television Program Director* Theater Company Producer* Video Producer,27-2012,159.5,175.5,16,10,15.2,"74,420",Bachelor's degree,3,Less than 5 years,2,None,6
